2.999999999999999889e-01,1.600000000000000000e+01,2.600000000000000000e+01
2.938979591836734517e-01,1.700000000000000000e+01,2.500000000000000000e+01
2.877959183673469146e-01,1.700000000000000000e+01,1.900000000000000000e+01
2.816938775510203774e-01,1.600000000000000000e+01,2.600000000000000000e+01
2.755918367346938402e-01,2.000000000000000000e+01,2.800000000000000000e+01
2.694897959183673031e-01,1.800000000000000000e+01,2.400000000000000000e+01
2.633877551020408214e-01,1.900000000000000000e+01,2.100000000000000000e+01
2.572857142857142843e-01,1.900000000000000000e+01,2.400000000000000000e+01
2.511836734693877471e-01,1.900000000000000000e+01,2.900000000000000000e+01
2.450816326530612099e-01,1.900000000000000000e+01,2.300000000000000000e+01
2.389795918367346728e-01,2.000000000000000000e+01,2.400000000000000000e+01
2.328775510204081356e-01,2.200000000000000000e+01,2.700000000000000000e+01
2.267755102040816262e-01,2.200000000000000000e+01,2.200000000000000000e+01
2.206734693877550890e-01,2.200000000000000000e+01,2.100000000000000000e+01
2.145714285714285519e-01,2.200000000000000000e+01,2.800000000000000000e+01
2.084693877551020424e-01,2.100000000000000000e+01,4.300000000000000000e+01
2.023673469387755053e-01,2.400000000000000000e+01,2.800000000000000000e+01
1.962653061224489681e-01,2.800000000000000000e+01,2.600000000000000000e+01
1.901632653061224310e-01,2.700000000000000000e+01,2.700000000000000000e+01
1.840612244897958938e-01,2.600000000000000000e+01,3.600000000000000000e+01
1.779591836734693844e-01,2.400000000000000000e+01,3.500000000000000000e+01
1.718571428571428472e-01,2.300000000000000000e+01,4.200000000000000000e+01
1.657551020408163100e-01,2.600000000000000000e+01,3.700000000000000000e+01
1.596530612244898006e-01,2.600000000000000000e+01,2.800000000000000000e+01
1.535510204081632635e-01,2.700000000000000000e+01,2.900000000000000000e+01
1.474489795918367263e-01,2.400000000000000000e+01,3.000000000000000000e+01
1.413469387755101891e-01,2.300000000000000000e+01,2.900000000000000000e+01
1.352448979591836520e-01,2.500000000000000000e+01,3.300000000000000000e+01
1.291428571428571426e-01,2.800000000000000000e+01,4.300000000000000000e+01
1.230408163265306054e-01,2.700000000000000000e+01,2.600000000000000000e+01
1.169387755102040682e-01,2.800000000000000000e+01,3.500000000000000000e+01
1.108367346938775450e-01,3.100000000000000000e+01,2.300000000000000000e+01
1.047346938775510217e-01,3.200000000000000000e+01,2.900000000000000000e+01
9.863265306122448450e-02,3.200000000000000000e+01,2.800000000000000000e+01
9.253061224489794734e-02,2.900000000000000000e+01,2.900000000000000000e+01
8.642857142857142405e-02,3.000000000000000000e+01,3.000000000000000000e+01
8.032653061224490076e-02,3.000000000000000000e+01,3.000000000000000000e+01
7.422448979591836360e-02,2.600000000000000000e+01,3.400000000000000000e+01
6.812244897959182643e-02,2.700000000000000000e+01,2.300000000000000000e+01
6.202040816326530315e-02,2.600000000000000000e+01,2.500000000000000000e+01
5.591836734693877292e-02,2.900000000000000000e+01,2.700000000000000000e+01
4.981632653061224270e-02,2.500000000000000000e+01,2.400000000000000000e+01
4.371428571428571247e-02,2.700000000000000000e+01,2.100000000000000000e+01
3.761224489795918224e-02,2.800000000000000000e+01,2.700000000000000000e+01
3.151020408163265202e-02,3.000000000000000000e+01,2.200000000000000000e+01
2.540816326530612179e-02,2.800000000000000000e+01,2.700000000000000000e+01
1.930612244897959157e-02,2.600000000000000000e+01,1.700000000000000000e+01
1.320408163265306134e-02,2.800000000000000000e+01,1.600000000000000000e+01
7.102040816326530247e-03,3.500000000000000000e+01,2.100000000000000000e+01
1.000000000000000021e-03,2.500000000000000000e+01,2.200000000000000000e+01
