1.000000000000000021e-03,9.991241455078125000e+01,9.950234222412109375e+01,nan,nan,3.200000000000000000e+01,0.000000000000000000e+00,9.950234293937683105e-01
3.855897435897436276e-01,9.991241455078125000e+01,9.888516998291015625e+01,nan,nan,2.500000000000000000e+01,0.000000000000000000e+00,9.888517260551452637e-01
7.701794871794872543e-01,9.991241455078125000e+01,9.849578094482421875e+01,nan,nan,2.700000000000000000e+01,0.000000000000000000e+00,9.849578142166137695e-01
1.154769230769230770e+00,9.991241455078125000e+01,9.807337188720703125e+01,nan,nan,1.900000000000000000e+01,0.000000000000000000e+00,9.807336926460266113e-01
1.539358974358974397e+00,9.991241455078125000e+01,9.774058532714843750e+01,nan,nan,1.800000000000000000e+01,0.000000000000000000e+00,9.774058461189270020e-01
1.923948717948718024e+00,9.991241455078125000e+01,9.733278656005859375e+01,nan,nan,1.400000000000000000e+01,0.000000000000000000e+00,9.733278751373291016e-01
2.308538461538461650e+00,9.991241455078125000e+01,9.692724609375000000e+01,nan,nan,1.200000000000000000e+01,0.000000000000000000e+00,9.692724347114562988e-01
2.693128205128205277e+00,9.991241455078125000e+01,9.650925445556640625e+01,nan,nan,8.000000000000000000e+00,0.000000000000000000e+00,9.650925397872924805e-01
3.077717948717948904e+00,9.991241455078125000e+01,9.613736724853515625e+01,nan,nan,8.000000000000000000e+00,0.000000000000000000e+00,9.613736867904663086e-01
3.462307692307692530e+00,9.991241455078125000e+01,9.572428131103515625e+01,nan,nan,5.000000000000000000e+00,0.000000000000000000e+00,9.572427868843078613e-01
3.846897435897436157e+00,9.991241455078125000e+01,9.530764770507812500e+01,nan,nan,2.000000000000000000e+00,0.000000000000000000e+00,9.530764818191528320e-01
4.231487179487180228e+00,9.991241455078125000e+01,9.488734436035156250e+01,nan,nan,4.000000000000000000e+00,0.000000000000000000e+00,9.488734602928161621e-01
4.616076923076923855e+00,9.991241455078125000e+01,9.465942382812500000e+01,nan,nan,4.000000000000000000e+00,0.000000000000000000e+00,9.465942382812500000e-01
5.000666666666667481e+00,9.991241455078125000e+01,9.423184967041015625e+01,nan,nan,5.000000000000000000e+00,0.000000000000000000e+00,9.423184990882873535e-01
5.385256410256411108e+00,9.991241455078125000e+01,9.327748107910156250e+01,nan,nan,5.000000000000000000e+00,0.000000000000000000e+00,9.327747821807861328e-01
5.769846153846154735e+00,9.991241455078125000e+01,9.284077453613281250e+01,nan,nan,8.000000000000000000e+00,0.000000000000000000e+00,9.284077286720275879e-01
6.154435897435898362e+00,9.991241455078125000e+01,9.290351104736328125e+01,nan,nan,3.000000000000000000e+00,0.000000000000000000e+00,9.290351271629333496e-01
6.539025641025641988e+00,9.991241455078125000e+01,9.246605682373046875e+01,nan,nan,3.000000000000000000e+00,0.000000000000000000e+00,9.246605634689331055e-01
6.923615384615385615e+00,9.991241455078125000e+01,9.186260223388671875e+01,nan,nan,1.000000000000000000e+00,0.000000000000000000e+00,9.186260104179382324e-01
7.308205128205129242e+00,9.991241455078125000e+01,9.146526336669921875e+01,nan,nan,3.000000000000000000e+00,0.000000000000000000e+00,9.146526455879211426e-01
7.692794871794872869e+00,9.991241455078125000e+01,9.108731079101562500e+01,nan,nan,6.000000000000000000e+00,0.000000000000000000e+00,9.108731150627136230e-01
8.077384615384614719e+00,9.991241455078125000e+01,9.069306182861328125e+01,nan,nan,1.000000000000000000e+00,0.000000000000000000e+00,9.069306254386901855e-01
8.461974358974359234e+00,9.991241455078125000e+01,9.028913879394531250e+01,nan,nan,2.000000000000000000e+00,0.000000000000000000e+00,9.028913974761962891e-01
8.846564102564103749e+00,9.991241455078125000e+01,8.987620544433593750e+01,nan,nan,4.000000000000000000e+00,0.000000000000000000e+00,8.987620472908020020e-01
9.231153846153846487e+00,9.991241455078125000e+01,8.943141937255859375e+01,nan,nan,3.000000000000000000e+00,0.000000000000000000e+00,8.943141698837280273e-01
9.615743589743589226e+00,9.991241455078125000e+01,8.895554351806640625e+01,nan,nan,4.000000000000000000e+00,0.000000000000000000e+00,8.895554542541503906e-01
1.000033333333333374e+01,9.991241455078125000e+01,8.838598632812500000e+01,nan,nan,1.000000000000000000e+00,0.000000000000000000e+00,8.838598728179931641e-01
1.038492307692307826e+01,9.991241455078125000e+01,8.788257598876953125e+01,nan,nan,2.000000000000000000e+00,0.000000000000000000e+00,8.788257837295532227e-01
1.076951282051282099e+01,9.991241455078125000e+01,8.736529541015625000e+01,nan,nan,4.000000000000000000e+00,0.000000000000000000e+00,8.736529350280761719e-01
1.115410256410256373e+01,9.991241455078125000e+01,8.701976776123046875e+01,nan,nan,3.000000000000000000e+00,0.000000000000000000e+00,8.701976537704467773e-01
1.153869230769230825e+01,9.991241455078125000e+01,8.632031250000000000e+01,nan,nan,3.000000000000000000e+00,0.000000000000000000e+00,8.632031083106994629e-01
1.192328205128205276e+01,9.991241455078125000e+01,8.580123138427734375e+01,nan,nan,3.000000000000000000e+00,0.000000000000000000e+00,8.580123186111450195e-01
1.230787179487179550e+01,9.991241455078125000e+01,8.527952575683593750e+01,nan,nan,0.000000000000000000e+00,0.000000000000000000e+00,8.527952432632446289e-01
1.269246153846153824e+01,9.991241455078125000e+01,8.475174713134765625e+01,nan,nan,1.000000000000000000e+00,0.000000000000000000e+00,8.475174903869628906e-01
1.307705128205128275e+01,9.991241455078125000e+01,8.425415039062500000e+01,nan,nan,2.000000000000000000e+00,0.000000000000000000e+00,8.425415158271789551e-01
1.346164102564102727e+01,9.991241455078125000e+01,8.422849273681640625e+01,nan,nan,0.000000000000000000e+00,0.000000000000000000e+00,8.422849178314208984e-01
1.384623076923077001e+01,9.991241455078125000e+01,8.373153686523437500e+01,nan,nan,0.000000000000000000e+00,0.000000000000000000e+00,8.373153805732727051e-01
1.423082051282051275e+01,9.991241455078125000e+01,8.318435668945312500e+01,nan,nan,3.000000000000000000e+00,0.000000000000000000e+00,8.318435549736022949e-01
1.461541025641025726e+01,9.991241455078125000e+01,8.225471496582031250e+01,nan,nan,0.000000000000000000e+00,0.000000000000000000e+00,8.225471377372741699e-01
1.500000000000000000e+01,9.991241455078125000e+01,8.091292572021484375e+01,nan,nan,2.000000000000000000e+00,0.000000000000000000e+00,8.091292381286621094e-01
