0.000000000000000000e+00,1.000000000000000048e-04,1.548507995605468750e+02,1.547482604980468750e+02
0.000000000000000000e+00,4.091428571428571553e-02,1.548507995605468750e+02,1.547431335449218750e+02
0.000000000000000000e+00,8.172857142857142820e-02,1.548507995605468750e+02,1.547304229736328125e+02
0.000000000000000000e+00,1.225428571428571339e-01,1.548507537841796875e+02,1.547156066894531250e+02
0.000000000000000000e+00,1.633571428571428397e-01,1.548507537841796875e+02,1.546554870605468750e+02
0.000000000000000000e+00,2.041714285714285593e-01,1.548507537841796875e+02,1.546672058105468750e+02
0.000000000000000000e+00,2.449857142857142511e-01,1.548507537841796875e+02,1.546454315185546875e+02
0.000000000000000000e+00,2.857999999999999985e-01,1.548507537841796875e+02,1.546672668457031250e+02
0.000000000000000000e+00,3.266142857142856903e-01,1.548507537841796875e+02,1.543557434082031250e+02
0.000000000000000000e+00,3.674285714285713822e-01,1.548507537841796875e+02,1.543208007812500000e+02
0.000000000000000000e+00,4.082428571428571296e-01,1.548507537841796875e+02,1.542929992675781250e+02
0.000000000000000000e+00,4.490571428571428214e-01,1.548507537841796875e+02,1.542307128906250000e+02
0.000000000000000000e+00,4.898714285714285133e-01,1.548507537841796875e+02,1.542484130859375000e+02
0.000000000000000000e+00,5.306857142857142051e-01,1.548507537841796875e+02,1.540703887939453125e+02
0.000000000000000000e+00,5.715000000000000080e-01,1.548507385253906250e+02,1.540582580566406250e+02
0.000000000000000000e+00,6.123142857142856998e-01,1.548507232666015625e+02,1.539241485595703125e+02
0.000000000000000000e+00,6.531285714285713917e-01,1.548507232666015625e+02,1.534116973876953125e+02
0.000000000000000000e+00,6.939428571428570836e-01,1.548507232666015625e+02,1.534581756591796875e+02
0.000000000000000000e+00,7.347571428571427754e-01,1.548507080078125000e+02,1.541572265625000000e+02
0.000000000000000000e+00,7.755714285714285783e-01,1.548507080078125000e+02,1.542031555175781250e+02
0.000000000000000000e+00,8.163857142857142701e-01,1.548506927490234375e+02,1.542135925292968750e+02
0.000000000000000000e+00,8.571999999999999620e-01,1.548506927490234375e+02,1.544913787841796875e+02
0.000000000000000000e+00,8.980142857142856538e-01,1.548506927490234375e+02,1.543879699707031250e+02
0.000000000000000000e+00,9.388285714285713457e-01,1.548506927490234375e+02,1.544149475097656250e+02
0.000000000000000000e+00,9.796428571428570375e-01,1.548506927490234375e+02,1.543916168212890625e+02
0.000000000000000000e+00,1.020457142857142729e+00,1.548506774902343750e+02,1.544188690185546875e+02
0.000000000000000000e+00,1.061271428571428421e+00,1.548506774902343750e+02,1.543645324707031250e+02
0.000000000000000000e+00,1.102085714285714335e+00,1.548506622314453125e+02,1.543276519775390625e+02
0.000000000000000000e+00,1.142900000000000027e+00,1.548506622314453125e+02,1.542770233154296875e+02
0.000000000000000000e+00,1.183714285714285719e+00,1.548506622314453125e+02,1.542358245849609375e+02
0.000000000000000000e+00,1.224528571428571411e+00,1.548506622314453125e+02,1.542703399658203125e+02
0.000000000000000000e+00,1.265342857142857103e+00,1.548506622314453125e+02,1.542286071777343750e+02
0.000000000000000000e+00,1.306157142857142794e+00,1.548506622314453125e+02,1.541864013671875000e+02
0.000000000000000000e+00,1.346971428571428486e+00,1.548506317138671875e+02,1.541528015136718750e+02
0.000000000000000000e+00,1.387785714285714178e+00,1.548506317138671875e+02,1.541555175781250000e+02
0.000000000000000000e+00,1.428599999999999870e+00,1.548506317138671875e+02,1.539123382568359375e+02
0.000000000000000000e+00,1.469414285714285562e+00,1.548506317138671875e+02,1.540989837646484375e+02
0.000000000000000000e+00,1.510228571428571254e+00,1.548506164550781250e+02,1.541972656250000000e+02
0.000000000000000000e+00,1.551042857142857168e+00,1.548506164550781250e+02,1.540532226562500000e+02
0.000000000000000000e+00,1.591857142857142859e+00,1.548506164550781250e+02,1.534924774169921875e+02
